1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	5	6	6	6	7	7	7	7	7	6	6	6	6	6	6	7	7	7	7	7	8	8	8	8	8	8	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	5	5	6	6	6	6	7	7	7	6	6	6	6	6	6	6	7	7	7	7	7	7	8	8	8	7	7	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	4	5	5	6	6	6	6	6	6	6	6	6	5	5	5	5	6	6	7	7	7	7	7	7	7	7	7	6	6	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	5	5	5	5	5	5	6	6	6	6	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	5	5	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	5	5	5	5	5	5	5	6	6	6	5	5	4	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	5	5	5	5	5	5	5	5	5	4	4	4	4	4	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	4	4	

1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	5	5	5	5	5	5	5	5	4	4	4	3	3	3	3	3	2	2	2	3	3	3	4	4	4	4	4	4	5	5	4	4	4	

1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	5	5	6	6	6	6	5	5	5	4	4	3	3	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	3	

1	1	1	1	1	1	1	1	2	2	2	2	3	3	4	4	5	5	6	6	6	6	5	5	4	4	3	3	2	2	2	2	1	1	2	2	2	2	2	2	2	3	3	3	3	4	4	4	3	3	

1	1	1	1	1	1	1	1	2	2	3	3	3	3	4	5	5	5	6	6	6	6	6	5	4	4	3	3	2	2	2	1	1	1	1	2	2	2	2	2	2	2	3	3	3	4	4	4	3	3	

1	1	1	1	1	1	1	2	2	3	3	3	3	4	4	5	5	5	6	6	6	6	5	5	4	4	3	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	4	4	4	3	3	

1	1	1	1	1	1	1	2	3	3	4	4	4	5	5	5	5	5	6	6	6	6	5	5	4	3	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3	4	4	4	4	3	

1	1	1	1	1	1	2	3	4	5	5	5	5	5	5	6	6	5	5	6	6	5	5	4	4	3	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	4	4	4	4	

1	1	1	1	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	5	5	5	5	4	3	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	4	4	4	4	

1	1	1	2	3	3	4	5	6	7	7	7	7	7	7	6	6	6	6	5	5	5	5	4	3	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	3	3	4	4	5	5	

2	2	3	3	4	5	5	6	7	7	8	8	8	7	7	7	6	6	5	5	5	5	4	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	4	4	5	5	

3	3	4	4	5	5	6	7	7	8	8	8	8	8	8	7	7	6	5	5	5	5	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	4	5	5	5	

4	4	4	5	5	6	6	7	8	9	9	9	9	8	8	8	7	6	5	5	5	4	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	4	5	5	6	

4	4	5	5	6	6	7	7	8	9	9	9	9	9	8	8	7	6	6	5	5	4	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	5	5	6	6	

4	5	5	5	6	6	7	7	8	9	9	9	9	9	8	8	7	6	6	5	5	4	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	5	5	6	6	

5	5	5	6	6	6	7	8	8	9	9	9	9	9	9	8	7	6	6	5	5	4	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	5	5	6	6	

5	5	6	6	6	6	7	8	8	9	9	9	9	9	9	8	7	6	5	5	4	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	4	5	5	6	6	6	

6	6	6	6	6	7	7	8	8	9	9	9	9	9	8	8	7	6	5	4	4	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	4	4	5	5	6	6	6	

7	7	7	7	7	7	7	8	8	9	9	9	9	9	8	8	7	6	4	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	4	5	5	6	6	6	6	

9	9	8	8	8	7	8	8	9	9	10	9	9	9	8	7	6	5	4	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	4	4	5	6	6	6	6	6	

10	10	9	9	8	8	8	8	9	9	10	9	9	8	8	7	6	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	4	4	5	5	6	6	7	7	7	

10	10	10	10	9	9	9	9	9	9	10	9	9	8	7	6	5	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	5	5	6	7	7	7	7	

11	11	11	10	10	9	9	9	9	10	10	9	9	8	6	5	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	4	5	6	6	7	7	7	7	

11	11	11	11	10	10	10	9	9	10	10	9	9	7	6	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	5	5	6	6	7	7	7	7	

11	12	11	11	11	10	10	10	10	10	10	9	8	7	6	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	5	5	6	6	7	7	7	7	

11	11	11	11	11	10	10	10	10	10	10	9	8	7	6	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	5	5	6	6	7	7	7	7	

11	11	11	11	11	10	10	10	10	9	9	9	8	7	5	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	5	5	6	6	6	7	7	7	

10	11	11	11	11	10	10	10	9	9	9	9	8	6	5	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	5	5	5	5	5	6	6	6	7	7	7	

10	10	10	10	10	10	10	9	9	9	9	9	8	6	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	5	5	6	6	6	6	7	7	7	

10	10	10	10	10	9	9	9	9	9	9	8	7	6	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	6	6	6	6	6	6	7	7	7	

9	9	9	9	9	9	9	8	8	8	8	8	7	6	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	5	6	6	6	6	6	6	6	7	7	7	7	

9	9	9	9	9	9	8	8	8	8	8	8	7	6	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	7	6	6	6	6	6	7	7	7	7	

9	9	9	9	9	9	8	8	8	7	7	7	7	5	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	5	6	7	7	7	6	6	6	6	7	7	7	7	

10	10	9	9	9	9	8	8	7	7	7	7	6	5	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	7	7	7	7	6	6	6	6	7	7	7	

